Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,state
8/28/2016,1.66,1922.46,17.35,200.92,0,174.19,174.19,,,organic,2016,Albany,NewYork
8/21/2016,1.67,1926.01,19.93,233.25,0,1672.83,1672.83,,,organic,2016,Albany,NewYork
8/14/2016,1.72,1609.03,29.39,252.78,0,1326.86,1326.86,,,organic,2016,Albany,NewYork
8/7/2016,1.67,1545.79,54.24,206.36,0,1285.19,1285.19,,,organic,2016,Albany,NewYork
7/31/2016,1.43,1553.42,29.56,204.54,0,1319.32,1319.32,,,organic,2016,Albany,NewYork
7/24/2016,1.42,1811.44,23.66,175.08,0,1612.7,1612.7,,,organic,2016,Albany,NewYork
7/17/2016,1.57,2399.74,16.56,201.12,0,2182.6,2182.6,,,organic,2016,Albany,NewYork
7/10/2016,1.58,2173.2,31.76,113.57,0,227.87,227.87,,,organic,2016,Albany,NewYork
7/3/2016,1.43,3529.44,11.65,261.39,0,3256.4,3256.4,,,organic,2016,Albany,NewYork
6/26/2016,1.53,1922.75,0,162.87,0,1759.88,1759.88,,,organic,2016,Albany,NewYork
6/19/2016,1.45,974.27,10.6,149.57,0,814.1,814.1,,,organic,2016,Albany,NewYork
6/12/2016,1.43,887.29,4.66,150.28,0,732.35,732.35,,,organic,2016,Albany,NewYork
6/5/2016,1.47,1007.03,2.33,203.69,0,81.1,81.1,,,organic,2016,Albany,NewYork
5/29/2016,1.49,1117.44,5.82,218.73,0,892.89,892.89,,,organic,2016,Albany,NewYork
5/22/2016,1.55,1193.06,26.72,346.19,0,82.15,82.15,,,organic,2016,Albany,NewYork
5/15/2016,1.59,1259.86,17.4,367.82,0,874.64,874.64,,,organic,2016,Albany,NewYork
5/8/2016,1.83,2103.64,0,536.2,0,1567.44,1567.44,,,organic,2016,Albany,NewYork
5/1/2016,1.78,1604,5.86,240.42,0,1357.72,1357.72,,,organic,2016,Albany,NewYork
4/24/2016,1.77,2328.82,19.94,430.39,0,1878.49,1878.49,,,organic,2016,Albany,NewYork
4/17/2016,1.82,2058.73,0,374.18,0,1684.55,1684.55,,,organic,2016,Albany,NewYork
4/10/2016,1.62,2161.66,7.04,161.85,0,1992.77,1992.77,,,organic,2016,Albany,NewYork
4/3/2016,1.56,1903.46,36.34,193.4,0,1673.72,1673.72,,,organic,2016,Albany,NewYork
3/27/2016,1.65,1705.39,14.07,98.52,0,1592.8,1592.8,,,organic,2016,Albany,NewYork
3/20/2016,1.76,1733.01,14.09,258.37,0,146.55,146.55,,,organic,2016,Albany,NewYork
3/13/2016,1.79,1822.67,25.87,303.42,0,1493.38,1493.38,,,organic,2016,Albany,NewYork
3/6/2016,1.92,1704.24,65.94,401.53,0,1236.77,1236.77,,,organic,2016,Albany,NewYork
2/28/2016,1.79,1485.73,9.43,143.74,0,1332.56,1327.32,5.24,,organic,2016,Albany,NewYork
2/21/2016,1.79,1282.87,23.61,213.64,0,145.62,145.62,,,organic,2016,Albany,NewYork
2/14/2016,1.81,1247.8,50.84,263.65,0,933.31,933.31,,,organic,2016,Albany,NewYork
2/7/2016,1.81,1252.86,33.15,254.56,0,965.15,962.52,2.63,,organic,2016,Albany,NewYork
1/31/2016,1.79,1305.94,34.38,186.13,0,185.43,185.43,,,organic,2016,Albany,NewYork
1/24/2016,1.83,1506.87,23.39,294.7,0,1188.78,118.98,7.8,,organic,2016,Albany,NewYork
1/17/2016,1.67,1496.73,66.63,430.17,0,999.93,992.14,7.79,,organic,2016,Albany,NewYork
1/10/2016,1.83,1676.05,35.03,329.33,0,1311.69,1311.69,,,organic,2016,Albany,NewYork
1/3/2016,1.75,1145.5,7,187.9,0,95.6,95.6,,,organic,2016,Albany,NewYork
12/31/2017,1.46,3463.85,18.12,198.16,0,3247.57,3247.57,,,organic,2017,Albany,NewYork
12/24/2017,1.58,3694.13,31.68,327.39,0,3335.6,3335.6,,,organic,2017,Albany,NewYork
12/17/2017,1.43,3513.77,37.46,209.3,0,3267.1,3267.1,,,organic,2017,Albany,NewYork
12/10/2017,1.45,3779.98,18.04,262.14,0,3499.8,3499.8,,,organic,2017,Albany,NewYork
12/3/2017,1.44,3577.04,118.55,306.55,0,3151.94,3151.94,,,organic,2017,Albany,NewYork
11/26/2017,1.57,2841.29,27.75,182.15,0,2631.39,2631.39,,,organic,2017,Albany,NewYork
11/19/2017,1.75,2506.38,0,252.98,0,2253.4,225.7,3.33,,organic,2017,Albany,NewYork
11/12/2017,1.71,2664.62,0,245.71,0,2418.91,2418.91,,,organic,2017,Albany,NewYork
11/5/2017,1.5,3425.86,3.56,64.14,0,3358.16,3358.16,,,organic,2017,Albany,NewYork
10/29/2017,1.38,5583.79,12.99,180.62,0,539.18,539.18,,,organic,2017,Albany,NewYork
10/22/2017,1.49,4337.67,3.52,268.83,0,465.32,461.99,3.33,,organic,2017,Albany,NewYork
10/15/2017,1.47,4522.84,18.71,237.43,0,4266.7,4266.7,,,organic,2017,Albany,NewYork
10/8/2017,1.4,5229.43,23.15,341.52,0,4864.76,4864.76,,,organic,2017,Albany,NewYork
10/1/2017,1.59,3423.95,31.2,150.24,0,3242.51,3242.51,,,organic,2017,Albany,NewYork
9/24/2017,1.42,3627.18,56.82,95.31,0,3475.5,3475.5,,,organic,2017,Albany,NewYork
9/17/2017,1.55,3431.2,30.32,215.1,0,3185.78,3185.78,,,organic,2017,Albany,NewYork
9/10/2017,1.78,3139.84,45.5,196.27,0,2898.7,2894.74,3.33,,organic,2017,Albany,NewYork
9/3/2017,2,2022,112.42,254.49,0,1655.9,1655.9,,,organic,2017,Albany,NewYork
8/27/2017,1.91,2525.28,44.15,210.54,0,227.59,227.59,,,organic,2017,Albany,NewYork
8/20/2017,1.86,2584.08,61.21,143.82,0,2379.5,2379.5,,,organic,2017,Albany,NewYork
8/13/2017,1.9,2259.92,42.86,207.29,0,29.77,29.77,,,organic,2017,Albany,NewYork
8/6/2017,1.98,2576.49,39.31,331.89,0,225.29,225.29,,,organic,2017,Albany,NewYork
7/30/2017,1.67,2503.82,55.26,92.99,0,2355.57,2355.57,,,organic,2017,Albany,NewYork
7/23/2017,1.42,4233.61,93.39,93.39,0,446.83,446.83,,,organic,2017,Albany,NewYork
7/16/2017,1.87,2889.03,155.1,274.95,0,2458.98,2458.98,,,organic,2017,Albany,NewYork
7/9/2017,2,1883.1,38.06,187.9,0,1657.14,1657.14,,,organic,2017,Albany,NewYork
7/2/2017,2.03,2268.86,59.41,278.04,0,1931.41,1931.41,,,organic,2017,Albany,NewYork
6/25/2017,2.13,2898.81,142.46,295.6,0,246.75,246.75,,,organic,2017,Albany,NewYork
6/18/2017,2.03,3185.1,366.52,266.88,0,2551.7,2551.7,,,organic,2017,Albany,NewYork
6/11/2017,2.04,2719.24,21.33,248.87,0,2449.4,2449.4,,,organic,2017,Albany,NewYork
6/4/2017,1.63,3771.39,54.47,352.85,0,3364.7,3364.7,,,organic,2017,Albany,NewYork
5/28/2017,1.87,3365.45,11.93,344.88,0,38.64,38.64,,,organic,2017,Albany,NewYork
5/21/2017,1.84,3184.37,20.33,385.05,0,2778.99,2778.99,,,organic,2017,Albany,NewYork
5/14/2017,1.57,4270.28,44.12,450.74,0,3775.42,3775.42,,,organic,2017,Albany,NewYork
5/7/2017,1.79,2897.23,89.53,315.14,0,2492.56,2492.56,,,organic,2017,Albany,NewYork
4/30/2017,1.74,3046.63,388.81,280.28,0,2377.54,2377.54,,,organic,2017,Albany,NewYork
4/23/2017,1.92,2087.6,110.25,182.56,0,1794.79,1794.79,,,organic,2017,Albany,NewYork
4/16/2017,1.85,2886.48,265.82,203.84,0,2416.82,2416.82,,,organic,2017,Albany,NewYork
4/9/2017,1.92,2209.82,159.65,189.67,0,186.5,186.5,,,organic,2017,Albany,NewYork
4/2/2017,1.86,3492.87,885.46,362.37,0,2245.4,2245.4,,,organic,2017,Albany,NewYork
3/26/2017,2.02,2250.22,166.49,263.32,0,182.41,182.41,,,organic,2017,Albany,NewYork
3/19/2017,1.87,2763.38,503.14,175.98,0,284.26,284.26,,,organic,2017,Albany,NewYork
3/12/2017,1.97,2001.95,123.51,206.64,0,1671.8,1671.8,,,organic,2017,Albany,NewYork
3/5/2017,1.84,2228.14,241,208.79,0,1778.35,1778.35,,,organic,2017,Albany,NewYork
2/26/2017,1.71,2185.96,508.31,240.1,0,1437.55,1437.55,,,organic,2017,Albany,NewYork
2/19/2017,1.67,2523.56,1049.5,141.41,0,1332.65,1332.65,,,organic,2017,Albany,NewYork
2/12/2017,1.78,1806.4,119.52,170.57,0,1516.31,1516.31,,,organic,2017,Albany,NewYork
2/5/2017,1.72,1753.35,26.75,223.33,0,153.27,153.27,,,organic,2017,Albany,NewYork
1/29/2017,1.86,1795.81,32.53,123.14,0,164.14,164.14,,,organic,2017,Albany,NewYork
1/22/2017,1.82,1897.07,78.83,128.24,0,169,169,,,organic,2017,Albany,NewYork
1/15/2017,1.84,1982.65,82.3,328.02,0,1572.33,1572.33,,,organic,2017,Albany,NewYork
1/8/2017,1.94,2229.52,63.46,478.31,0,1687.75,1687.75,,,organic,2017,Albany,NewYork
1/1/2017,1.87,1376.7,71.65,192.63,0,1112.42,1112.42,,,organic,2017,Albany,NewYork
3/25/2018,1.71,2321.82,42.95,272.41,0,26.46,1996.46,1,,organic,2018,Albany,NewYork
3/18/2018,1.66,3154.45,275.89,297.96,0,258.6,2577.27,3.33,,organic,2018,Albany,NewYork
3/11/2018,1.68,2570.52,131.67,229.56,0,229.29,229.29,,,organic,2018,Albany,NewYork
3/4/2018,1.48,3851.3,311.55,296.77,0,3242.98,3239.65,3.33,,organic,2018,Albany,NewYork
2/25/2018,1.56,5356.63,816.56,532.59,0,47.48,47.48,,,organic,2018,Albany,NewYork
2/18/2018,1.43,7566.17,4314.3,251.85,0,3.2,3.2,,,organic,2018,Albany,NewYork
2/11/2018,1.43,3817.93,59.18,289.85,0,3468.9,3468.9,,,organic,2018,Albany,NewYork
2/4/2018,1.52,4124.96,118.38,420.36,0,3586.22,3586.22,,,organic,2018,Albany,NewYork
1/28/2018,1.32,6987.56,433.66,374.96,0,6178.94,6178.94,,,organic,2018,Albany,NewYork
1/21/2018,1.54,3346.54,14.67,253.01,0,378.86,378.86,,,organic,2018,Albany,NewYork
1/14/2018,1.47,4140.95,7.3,301.87,0,3831.78,3831.78,,,organic,2018,Albany,NewYork
1/7/2018,1.54,4816.9,43.51,412.17,0,4361.22,4357.89,3.33,,organic,2018,Albany,NewYork
12/27/2015,0.99,386100.49,292097.36,27350.92,297.9,66354.31,4865.95,17748.36,,conventional,2015,Atlanta,Georgia
12/20/2015,1.08,331377.53,251774.15,20702.45,103.06,58797.87,4693.26,11867.61,,conventional,2015,Atlanta,Georgia
12/13/2015,0.96,417772.47,324932.28,31019.08,275.8,61545.31,3893.57,22628.21,13.53,conventional,2015,Atlanta,Georgia
12/6/2015,1.07,357636.82,283024.01,23740.85,181.92,569.4,3732.67,13654.66,2.71,conventional,2015,Atlanta,Georgia
11/29/2015,0.99,333280.79,250288.65,28889.63,307.83,53794.68,3331.72,2738.55,24.41,conventional,2015,Atlanta,Georgia
11/22/2015,1,356414.57,269799.03,29732.3,501.16,56382.8,36992.3,19389.78,,conventional,2015,Atlanta,Georgia
11/15/2015,1.13,339860.68,263915.78,28442.45,455.97,4746.48,33656.42,1339.6,,conventional,2015,Atlanta,Georgia
11/8/2015,1.12,334041.6,250441.38,34483.33,488.24,48628.65,35662.93,12941.12,24.6,conventional,2015,Atlanta,Georgia
11/1/2015,0.99,419088.74,290457.5,62980.07,252.79,65398.38,3946.77,25929.39,8.22,conventional,2015,Atlanta,Georgia
10/25/2015,1.09,358478.08,236814.29,64607.97,304.36,56751.46,31826.88,24924.58,,conventional,2015,Atlanta,Georgia
10/18/2015,1.09,349072.48,228710.28,59731.79,291.22,6339.19,36884.35,23454.84,,conventional,2015,Atlanta,Georgia
10/11/2015,0.95,433874.46,255933.32,91047.32,599.71,86294.11,41159.96,45134.15,,conventional,2015,Atlanta,Georgia
10/4/2015,0.96,418682.26,265797.09,92780.33,644.43,5946.41,14875.64,44584.77,,conventional,2015,Atlanta,Georgia
9/27/2015,1.07,370321.17,262107.44,61870.63,680.8,45662.3,2533.87,25125.65,2.78,conventional,2015,Atlanta,Georgia
9/20/2015,0.93,516432.6,346118.51,82762.72,1349.41,8621.96,33698.43,52442.25,61.28,conventional,2015,Atlanta,Georgia
9/13/2015,1.07,417232.18,278048.26,62485.97,714.93,75983.2,4629.32,29678.76,13.94,conventional,2015,Atlanta,Georgia
9/6/2015,0.97,472136.53,303113.24,73675.85,911.25,94436.19,49833.55,44549.67,52.97,conventional,2015,Atlanta,Georgia
8/30/2015,1.15,382972.72,275818.27,44839.12,1034.09,61281.24,47138.7,14112.5,3.67,conventional,2015,Atlanta,Georgia
8/23/2015,1.12,379054.29,274462.42,46223.69,950.09,57418.9,45534.11,11883.98,,conventional,2015,Atlanta,Georgia
8/16/2015,1.09,465213.81,362579.51,41992.44,1424.96,59216.9,4568.25,14148.65,,conventional,2015,Atlanta,Georgia
8/9/2015,1.01,503791.72,385027.71,47040.07,4251.74,67472.2,4582.45,21568.48,83.27,conventional,2015,Atlanta,Georgia
8/2/2015,1.15,405898.44,306587.86,41906.78,3515.48,53888.32,42126.47,1172.3,41.55,conventional,2015,Atlanta,Georgia
7/26/2015,1.08,437377.75,335372.02,44087.07,708,5721.66,45114.22,1296.44,,conventional,2015,Atlanta,Georgia
7/19/2015,0.97,557212.99,446100.17,47838.42,1982.03,61292.37,4599.87,16192.5,,conventional,2015,Atlanta,Georgia
7/12/2015,1.14,407204.88,310080.33,37953.24,867.46,5833.85,4623.59,1228.26,,conventional,2015,Atlanta,Georgia
7/5/2015,1.01,562462.33,436377.91,54675.38,848.55,756.49,5684.74,19851,24.75,conventional,2015,Atlanta,Georgia
6/28/2015,1.13,435210.71,331353.43,37698.53,816.56,65342.19,5299.76,1318.3,134.4,conventional,2015,Atlanta,Georgia
6/21/2015,0.99,554763.76,449311.47,30231.78,678.4,74542.11,55484.76,191.81,46.54,conventional,2015,Atlanta,Georgia
6/14/2015,1.1,465804.78,386370.5,17701.12,471.72,61261.44,48612.13,12578.28,71.3,conventional,2015,Atlanta,Georgia
6/7/2015,0.99,551009.05,455565.92,22414.17,738.68,7229.28,5954.84,21329.99,5.45,conventional,2015,Atlanta,Georgia
5/31/2015,1.1,454702,382900.99,19543.18,522.81,51735.2,455.16,11199.95,29.91,conventional,2015,Atlanta,Georgia
5/24/2015,0.96,623212.04,538126.94,27284.43,1260.8,56539.87,33867,22651.15,21.72,conventional,2015,Atlanta,Georgia
5/17/2015,1.11,451250.7,386400.89,18618.84,838.68,45392.29,3371.2,11682.9,,conventional,2015,Atlanta,Georgia
5/10/2015,1.1,480071.18,413452.96,18860.63,1089.33,46668.26,3418.44,12559.82,,conventional,2015,Atlanta,Georgia
5/3/2015,1,634213.1,538403.48,28568.26,1059.73,66181.63,3252.82,3366.81,,conventional,2015,Atlanta,Georgia
4/26/2015,1.12,448596.76,387676.81,18366.33,1041.78,41511.84,31315.29,1196.55,,conventional,2015,Atlanta,Georgia
4/19/2015,1.12,430966.34,368709.65,18040.85,873.24,43342.6,29661.72,1368.88,,conventional,2015,Atlanta,Georgia
4/12/2015,0.99,451101.89,377578.48,22419.95,219.14,5884.32,25833.7,2551.25,,conventional,2015,Atlanta,Georgia
4/5/2015,1.04,383139.49,318473.47,19254.39,374.51,4537.12,28612.48,16289.92,134.72,conventional,2015,Atlanta,Georgia
3/29/2015,1.11,365722.14,305028.89,16651.99,261.01,4378.25,29313.92,14466.33,,conventional,2015,Atlanta,Georgia
3/22/2015,1,479590.62,393591.03,23419.6,304.89,62275.1,4495.12,21766.54,13.44,conventional,2015,Atlanta,Georgia
3/15/2015,1.12,399566.22,336172.08,16508.21,310.7,46575.23,34911.7,11625.94,37.59,conventional,2015,Atlanta,Georgia
3/8/2015,1.1,420826.32,361559.22,15788.71,236.97,43241.42,33847.33,9394.9,,conventional,2015,Atlanta,Georgia
3/1/2015,0.99,512532.44,441544,21183.7,347.78,49456.96,3218.9,17273.38,2.68,conventional,2015,Atlanta,Georgia
2/22/2015,1.1,431308.56,369316.29,18324.76,237.47,4343.4,33423.74,16.3,,conventional,2015,Atlanta,Georgia
2/15/2015,1.06,427391.28,364446.77,17420.41,638.18,44885.92,26727.66,18158.26,,conventional,2015,Atlanta,Georgia
2/8/2015,1.03,433883.91,377256.38,17162.5,524.85,3894.18,1844.41,2895.77,,conventional,2015,Atlanta,Georgia
2/1/2015,0.96,636771.37,553198.56,31583.38,294.94,51694.49,1553.73,4114.76,,conventional,2015,Atlanta,Georgia
1/25/2015,1.1,449332.85,393408.17,18718.27,594.25,36612.16,13176.39,23435.77,,conventional,2015,Atlanta,Georgia
1/18/2015,1.11,431490.99,372236.92,18701.9,511.69,44.48,16782.71,23257.77,,conventional,2015,Atlanta,Georgia
1/11/2015,1.11,397542.72,330411.24,18958.22,1135.18,4738.8,2139.61,25728.47,,conventional,2015,Atlanta,Georgia
1/4/2015,1,435021.49,364302.39,23821.16,82.15,46815.79,1677.15,318.64,,conventional,2015,Atlanta,Georgia
12/25/2016,0.91,502787.29,205855.78,86015.43,184.62,21731.46,118884.36,91847.1,,conventional,2016,Atlanta,Georgia
12/18/2016,0.94,463483.07,191753.03,80565.05,283.15,19881.84,114872.9,769.75,,conventional,2016,Atlanta,Georgia
12/11/2016,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,,conventional,2016,Atlanta,Georgia
12/4/2016,1.03,475815.02,210602.15,93414.72,207.15,171591,6786.59,13784.41,,conventional,2016,Atlanta,Georgia
11/27/2016,1.22,372144.31,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta,Georgia
11/20/2016,1.14,448936.04,189206.59,58005.57,167.63,21556.25,128442.19,72236.28,877.78,conventional,2016,Atlanta,Georgia
11/13/2016,1.25,408260.87,185966.29,63348.63,180.57,158765.38,9238.66,66233.39,223.33,conventional,2016,Atlanta,Georgia
11/6/2016,1.29,393826.35,167083.47,65207.61,168.26,161367.1,8241.76,78956.25,,conventional,2016,Atlanta,Georgia
10/30/2016,1.26,408314.87,162367.8,69366.17,160.28,17642.62,9435.34,82115.28,,conventional,2016,Atlanta,Georgia
10/23/2016,1.23,422281.05,171215.14,67824.33,166.14,18375.44,11435.47,72639.97,,conventional,2016,Atlanta,Georgia
10/16/2016,1.16,459564.78,188793.29,82089.21,103.96,188578.32,87593.44,1984.88,,conventional,2016,Atlanta,Georgia
10/9/2016,1.23,452109.18,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.6,conventional,2016,Atlanta,Georgia
10/2/2016,1.26,440044.4,182418.33,69411.24,140.88,18873.95,14367.67,8376.28,,conventional,2016,Atlanta,Georgia
9/25/2016,1.26,435756.8,174532.18,77098.81,131.95,183993.86,19841.32,7383.32,322.22,conventional,2016,Atlanta,Georgia
9/18/2016,1.01,527700.95,233800.98,70931.17,132.15,222836.65,139748.72,8297.37,18.56,conventional,2016,Atlanta,Georgia
9/11/2016,0.9,597759.18,286405.76,54347.66,206.41,256799.35,19486.9,62713.26,,conventional,2016,Atlanta,Georgia
9/4/2016,0.89,614657.03,356593.2,55475.65,130.69,22457.49,126235.35,75979.8,243.6,conventional,2016,Atlanta,Georgia
8/28/2016,0.95,539642.66,294240.79,42109.47,123.63,23168.77,132127.4,7394.15,647.22,conventional,2016,Atlanta,Georgia
8/21/2016,0.94,549139.07,293240.47,48349.86,82.91,27465.83,16464.82,471.1,,conventional,2016,Atlanta,Georgia
8/14/2016,0.87,666493.32,362923.69,60912.98,86.59,24257.6,18284.11,59729.95,,conventional,2016,Atlanta,Georgia
8/7/2016,1.04,508354.34,252171.77,63197.28,58.44,192926.85,131851.39,6175.46,,conventional,2016,Atlanta,Georgia
7/31/2016,0.98,537633.39,232640.52,76301.71,64.96,228626.2,161931.73,66694.47,,conventional,2016,Atlanta,Georgia
7/24/2016,1,495686.56,215522.82,92726.36,110.76,187326.62,12773.7,66553.55,,conventional,2016,Atlanta,Georgia
7/17/2016,1.01,474063.61,202638.65,82942.03,164.21,188318.72,18732.19,78958.75,627.78,conventional,2016,Atlanta,Georgia
7/10/2016,0.92,560865.26,240109.35,95457.09,256.2,22542.62,146617.68,78213.83,211.11,conventional,2016,Atlanta,Georgia
7/3/2016,0.77,789398.22,310551.19,150339.87,165.28,328341.88,216115.15,11544.79,1681.94,conventional,2016,Atlanta,Georgia
6/26/2016,0.85,606856.8,272203.41,82764.12,173.96,251715.31,199572.8,52123.23,2,conventional,2016,Atlanta,Georgia
6/19/2016,0.78,692767.07,361697.69,96388.12,264.12,234417.14,148946.46,8445.68,1425,conventional,2016,Atlanta,Georgia
6/12/2016,0.78,608386.28,313216.34,61563.67,1174.78,232431.49,169986.13,55753.42,6691.94,conventional,2016,Atlanta,Georgia
6/5/2016,0.75,691201.38,341027.59,123405.98,561.72,22626.9,112958.38,15974.65,7273.6,conventional,2016,Atlanta,Georgia
5/29/2016,0.78,691344.07,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,545.28,conventional,2016,Atlanta,Georgia
5/22/2016,0.79,585351.77,206761.15,110884.32,174.9,267531.4,91575.69,1712.72,4934.99,conventional,2016,Atlanta,Georgia
5/15/2016,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.9,646.59,conventional,2016,Atlanta,Georgia
5/8/2016,0.81,643699.77,199995.47,159036.97,253.52,284413.81,7787.9,26444.51,881.4,conventional,2016,Atlanta,Georgia
5/1/2016,0.77,735635.49,241665.17,211776.98,54.42,282138.92,6481.33,217337.59,,conventional,2016,Atlanta,Georgia
4/24/2016,0.79,654018.81,233878.1,189043.44,67.42,23129.85,71926.92,158919.6,183.33,conventional,2016,Atlanta,Georgia
4/17/2016,0.89,512348.02,190569.75,124409.16,106.39,197262.72,66461.65,13217.81,583.26,conventional,2016,Atlanta,Georgia
4/10/2016,0.83,590001.82,258662.26,141605.69,432.5,18931.37,69497.5,11937.82,766.5,conventional,2016,Atlanta,Georgia
4/3/2016,1.03,423485.95,253540.83,69327.44,1349.18,99268.5,62657.11,36611.39,,conventional,2016,Atlanta,Georgia
3/27/2016,0.98,458635.34,286918.4,59289.93,1320.02,11116.99,78824.96,32268.42,13.61,conventional,2016,Atlanta,Georgia
3/20/2016,0.98,496190.99,323216.82,61127.51,1727.11,11119.55,75568.52,34551.3,,conventional,2016,Atlanta,Georgia
3/13/2016,0.9,588656.86,336350.73,110105.53,1906.9,14293.7,73593.38,667.32,,conventional,2016,Atlanta,Georgia
3/6/2016,1.03,458837.18,299983.46,61770.01,1499.4,95584.31,6215.43,33478.88,,conventional,2016,Atlanta,Georgia
2/28/2016,0.9,555470.58,325884.06,106311.73,1136.7,122138.9,6231.13,6196.96,,conventional,2016,Atlanta,Georgia
2/21/2016,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,2778.57,,conventional,2016,Atlanta,Georgia
2/14/2016,0.97,481484.29,313342.08,57925.31,1008.13,1928.77,74366.38,34842.39,,conventional,2016,Atlanta,Georgia
2/7/2016,0.76,722211,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,,conventional,2016,Atlanta,Georgia
1/31/2016,1.04,437490.64,290451.27,58974.21,412.16,87653,54822.3,3283.7,,conventional,2016,Atlanta,Georgia
1/24/2016,0.92,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,,conventional,2016,Atlanta,Georgia
1/17/2016,1.04,445089.93,308722.88,45915.91,654.09,89797.5,56526.21,3327.84,,conventional,2016,Atlanta,Georgia
1/10/2016,0.93,558348.8,377244.81,67316.04,464.46,113323.49,54693.5,5863.44,,conventional,2016,Atlanta,Georgia
1/3/2016,1.05,449263.47,350316.16,32958.06,396.68,65592.57,43674.84,2196.93,1.8,conventional,2016,Atlanta,Georgia
12/31/2017,0.95,649352.59,341061.46,41818.27,961.18,265511.68,17399.2,88882.27,2639.39,conventional,2017,Atlanta,Georgia
12/24/2017,1.11,444781.87,212413.82,30834.68,1112.56,242.81,1379.34,66147.3,4194.44,conventional,2017,Atlanta,Georgia
12/17/2017,1,484326.63,231133.4,33481.83,915.94,218795.46,153468.13,62336.11,2991.22,conventional,2017,Atlanta,Georgia
12/10/2017,0.99,543619.28,274345.62,38433.88,1302.16,229537.62,158483.4,67567.68,3486.54,conventional,2017,Atlanta,Georgia
12/3/2017,1.07,504933,263807,32457,1390,2728,137581,6664,358,conventional,2017,Atlanta,Georgia
11/26/2017,1.12,412213,211077,27773,903,17246,113141,55576,3743,conventional,2017,Atlanta,Georgia
11/19/2017,1.13,453755,239860,31169,1109,181617,118386,61447,1784,conventional,2017,Atlanta,Georgia
11/12/2017,1.11,518209,251896,31719,1398,233196,154898,75134,3164,conventional,2017,Atlanta,Georgia
11/5/2017,1.08,567572.7,275749.63,32494.72,1124.72,25823.63,189677.82,6682.8,1723.73,conventional,2017,Atlanta,Georgia
10/29/2017,1.28,493921.1,256988.66,36334.71,1083.81,199513.92,131656.43,66215.82,1641.67,conventional,2017,Atlanta,Georgia
